epoch;active_stake_sol
599;273831277.8996265
600;282330255.2882089
601;284364274.83501256
602;280081024.6087059
603;283111292.6628205
604;278271311.00506383
605;279065174.8037235
606;277826373.43436724
607;275316538.80268997
608;272931841.44580644
609;274187433.3156931
610;272283467.2171736
611;272007417.29926455
612;273282509.8313943
613;272033693.340504
614;272117552.69643486
615;275932380.6761455
616;277465688.2449042
617;277019342.2689629
618;277391323.52135074
619;277395852.5523117
620;273453191.7446339
621;272616192.92158073
622;271757818.70490843
623;271708527.51030064
624;274175959.3824076
625;274311917.759925
626;275735462.96080714
627;280043993.9257818
628;277541865.9362262
629;278630591.6099561
630;283510162.6240947
631;283624491.7607196
632;282750244.5107327
633;285304833.7842367
634;287195986.1243792
635;285277758.33862066
636;286641394.26600605
637;287299017.41275537
638;288357596.58365005
639;288941231.070885
640;288244439.84988743
641;288984191.2055618
642;289840307.8734617
643;288257133.3954416
644;292372521.75799036
645;292929499.906737
646;292729139.7651356
647;292253493.8514294
648;292803607.8578838
649;292934360.4074481
650;292650579.8739333
651;290090784.3133858
652;292333510.10562634
653;291364917.3266474
654;291051434.0223855
655;291183502.6375704
656;290502426.56387323
657;292763700.4231263
658;290956292.238233
659;291112138.08303845
660;292627953.6602461
661;285410015.3111144
662;287648478.88107646
663;287773240.0977576
664;289459803.85073996
665;290227767.3757265
666;291897922.88037074
667;292887831.5186244
668;292752950.824055
669;292969554.94323874
670;292717665.7646807
671;292425260.585148
672;294440721.5894633
673;294348474.9238757
674;295145871.5708467
675;295898310.9515861
676;295458396.21694624
677;295975655.68569
678;296443526.76289165
679;296571720.3738694
680;300715962.2153502
681;298945301.45754814
682;299875596.2628719
683;299623122.26632565
684;299932027.6289481
685;300730992.0590369
686;301209636.3916557
687;301347844.3832638
688;301907203.7590491
689;302183913.4603766
690;302755147.12772036
691;302745941.9045761
692;301505377.04623544
693;303181829.057426
694;305103400.4001647
695;306476450.93325245
696;305027183.5633983
697;304887338.8829813
698;302553472.2704207
699;304347619.7402203
700;300240244.9362792
701;295427137.08401275
702;293730349.10971487
703;294551946.1582674
704;294655401.423281
705;296784297.3632766
706;295333637.9674741
707;295408901.3362618
708;295287849.5515773
709;294726023.98561186
710;295488514.720182
711;293123891.806387
712;297572606.9772195
713;297035991.8606159
714;299342417.73066616
715;298624891.33571637
716;297760422.050118
717;297578315.63966286
718;297139635.5502532
719;291714926.9318268
720;292797957.1462472
721;296547041.36228204
722;295760479.94443774
723;294984692.1967702
724;296152648.3792768
725;297456858.08418226
726;296453701.6293976
727;296598619.9724942
728;295117367.18131375
729;295576222.70867425
730;293124840.8375954
731;287208033.9447012
732;291999788.14340734
733;293933997.605602
734;294592424.24776465
735;295564177.3862873
736;295860202.65678155
737;296038634.8301789
738;294927462.2927452
739;294104794.3304884
740;294718109.90700376
741;291649381.6195772
742;293033939.13108116
743;295039813.63212806
744;296527268.34785974
745;295666315.1965516
746;289305059.32285404
747;290678124.441924
748;289977474.61624044
749;287002455.2492878
750;282566510.99527067
751;278448472.84512305
752;283524929.94985366
753;284962867.3984337
754;286879759.9120624
755;286327105.4533019
756;283725683.2362694
757;282725039.57375497
758;286946909.5455182
759;288431240.42953867
760;288062823.3349224
761;288408311.6831907
762;289128702.6288864
763;287732872.5809039
764;289512153.038292
765;290659008.13742006
766;290519350.2756136
767;290086598.21699625
768;289944390.1791212
769;289697776.3307792
770;288949789.29981536
771;288601502.10498154
772;290894540.2702367
773;290879366.52910167
774;293120289.245292
775;294115347.6032882
776;294458147.8780375
777;293958750.98243177
778;291219973.9247575
779;293996757.90261984
780;294356975.5241389
781;294263849.030085
782;296841704.19043386
783;295581395.7724043
784;296447554.72952056
785;294597882.487878
786;292536918.9466359
787;294214594.5300126
788;297241658.9538132
789;298568001.0714741
790;299336923.8845954
791;296792021.29257715
792;299594969.26639885
793;300646937.01227427
794;301345441.94240546
795;299774371.7317272
796;299895014.673886
797;299343797.3220273
798;299397059.79373133
799;299998670.6421333
800;300242527.048032
801;298449087.571049
802;296637887.46161157
803;298191945.41857606
804;300474113.6008196
805;301760000.8300244
806;300372040.6616362
807;301445061.14457375
808;299572978.9844345
809;293122673.9043156
810;295956828.2046241
811;295629633.5444323
812;303271519.2348182
813;305958744.31316495
814;307181498.9543871
815;307299600.753129
816;305854994.62780935
817;308228823.1661664
818;307052369.35156953
819;307987654.99787647
820;306487773.7946148
821;304840788.74346817
822;306303467.5206399
823;301545600.215614
824;301797821.1063907
825;299802489.5137868
826;303920872.5231634
827;306721323.0957222
828;309675264.4097486
829;309209695.25729275
830;306639716.6746602
831;301357103.7178367
832;307147621.2638099
833;308632419.5634746
834;305732784.35674196
835;306559771.7605393
836;307129421.02920735
837;306806128.71228063
838;305954246.7023481
839;305791277.8071516
840;305691320.49229884
841;302495494.66624564
842;301291274.32948935
843;304752424.58035904
844;307496928.15375465
845;305524694.7118454
846;307548585.60852337
847;307021053.126248
848;309783317.13634926
849;311873805.4498305
850;317063644.4459486
851;319074947.4609616
852;320859625.58197194
853;319190364.8380265
854;319923784.9114955
855;320107094.38183874
856;318490668.99173135
857;318922497.2874662
858;316992218.8382532
859;320327251.4021949
860;323460490.00569624
861;320580600.6256482
862;322788895.30683434
863;324454899.1718957
864;321779197.97974986
865;317416940.5527557
866;318268231.3101883
867;312030265.7872336
868;311256409.4981654
869;309803599.20333946
870;313280397.31873274
871;313522389.67754257
872;313142541.2832262
873;313033747.3070791
874;313459040.91650814
875;316221955.58214235
876;315953717.96551543
877;318894299.01329756
878;318797504.48154014
879;317687833.7729379
880;316991038.9308163
881;316889582.8084123
882;314500344.8448182
883;308126896.9826067
884;310297710.03169423
885;314255094.6323318
886;310826290.7569435
887;316754210.9564238
888;317224782.9919553
889;316909593.3410091
890;315125222.0116852
891;316292882.8880061
892;316624435.615215
893;316779150.1620922
894;313071341.92559135
895;313988054.5908893
896;317432395.03055066
897;318075478.05194414
898;318655949.0090527
899;323025294.5872309
900;323293866.6659352
901;322730807.53478444
902;324262429.68814003
903;324796499.61201775
904;324918788.8789369
905;325755664.94071275
906;327065817.63969356
907;326913312.73708355
908;326878764.6077907
909;326520138.8230862
910;326569552.82998765
911;326716760.1362809
912;327014831.2309689
913;328398148.0451557
914;328811745.71898556
915;327832689.22848326
916;327907631.47591436
917;329159360.7106134
918;327202140.8866096
919;326768480.1979334
920;328802423.5407552
921;326879878.1968188
922;324012176.84434974
923;322619201.9350563
924;321368968.61233866
925;319398176.5029819
926;321752715.03298074
927;320131526.85756254
928;319815556.1653134
929;321420065.9613704
930;320223021.08616614
931;319897479.01158875
932;319054104.7997331
933;317654988.04077286
934;322476324.8815691
935;322644716.0374499
